sentiment,topic,emotion,intensity,reasoning,true_label,text
1,剧情,兴奋,4,评论者高度评价电影的剧情和表演，认为其真实且震撼,1,"""Flavia, la monaca muslmana"" aka. ""Flavia the Heretic"" of 1974 is a truly disturbing and uncompromising piece of Italian Exploitation cinema that, to a certain extent, follows a somewhat feminist premise (though the level of sleaze and brutality would probably disgust the majority of feminists). Set mostly in a convent, and with a nun as the eponymous central protagonist (great performance by the wonderful Florinda Bolkan), ""Flavia the Heretic"" may be referred to as a 'Nunsploitation' film. However, this film differs quite drastically from the typical Nunsploitation flicks from the time, as it doesn't so much focus on the nunsploitation elements such as lesbianism, sadistic lesbian punishments, etc. Personally, I saw more similarities to the Hexploitation flicks of the time, such as ""Mark of The Devil"", (even though this one doesn't treat the topic of witch-hunts), which focus on the brutal execution of Christian fundamentalism in the middle ages and early modern period.<br /><br />Italy around 1600: After witnessing her despotic father behead a wounded Muslim soldier, young Flavia is forced to become a nun in a convent. When her father condemns a fellow nun to a torturous death for a small misdemeanor years later, Falvia's disgust with male violence against women turns into hatred against the despotic church, and she joins a band of Arabic scavengers...<br /><br />One thing is for sure, ""Flavia the Heretic"" is not for the faint-hearted, and neither is it for those who want happy endings. Director Gianfranco Mingozzi obviously tried to make his film as realistic and disturbing as possible, especially in its nasty scenes. The many torture- and execution-scenes are extremely disturbing, with skinnings, spikings and other gruesome scenes in explicit detail, the most shocking scene probably being the torture of the young nun quite in the beginning of the film. The violence here is never superfluous, however. After all, this gruesome methods actually were reality in the time the film is set in. The film is very well-made, with realistic costumes, fantastic settings an elegant cinematography and a great score by Nicola Piovani. The stunningly beautiful and great Florinda Bolkan has proved her talent in many great Italian cult-productions (including Lucio Fulci's Giallo-masterpiece ""Non Si Sevizia Un Paperino"" of 1972). She delivers another great, charismatic performance here, and I couldn't imagine another actress fitting as well in the role as she does. The film has some minor inconsistencies (E.g. why does the rigid church let bizarre cult-followers into convents in the first place). However, it is overall amazing how realistic this film is. ""Flavia the Heretic"" should definitely not be missed by my fellow fans of Italian Exploitation Cinema. This is a great Exploitation flick overall, though it definitely is a deeply depressing one and therefore should be watched in the right mood. Highly recommended to fans of disturbing exploitation cinema. 7.5/10"
0,剧情,失望,3,剧情老套，子情节被遗忘，整体表现平庸,0,This is a pretty run of the mill family move that I am sure most children will enjoy but with really no that much to please any adults viewing the movie. The premise of the film is that Belushi's cop character takes his retirement but gets drawn into a case which results in him becoming a private investigator. The movie's plot is so obvious most of the kids will surely pick the ending before it happens. But additionally to that there seem to be story arcs and sub plots that are forgotten about as the movie progresses. This coupled with a sub plot where the titular K-9 gets pimped out by Belushi. One to be avoided I am afraid.
0,导演,愤怒,4,评论强烈批评导演的无能和影片的愚蠢,0,"Fairly appalling enterprise suggests Welsh to be an infantile artist, helplessly drawn to the violent milieu he knows best, but unable to resist vacuous elaborations rooted in banal fantasy. The first story is a ham-fisted, meaningless trudge with a B-movie sci-fi premise. The second achieves some poignancy, but only via the outrage-inducing surplus of humiliation visited on its central character. The third and most risible seems to aspire to being a dislocated sequel to Child's Play. The direction is consistently clueless - all whirling sound and fury, a slave to the extreme unpleasantness of the environment; suffocating in an ill-chosen music score and in indifferently flashy acting. This is sheer stupidity masquerading as a guerilla sensibility - as arbitrary and hollow as the abstract images that link the three sections."
1,演技,兴奋,4,评论者高度赞扬演员表现，表达强烈观看欲望,1,"And nothing wrong in that! Heartily endorse the comments of boblipton and Snow Leopard.<br /><br />I'm thrilled to find this movie is available on US DVD - I've only ever seen it through once - I persuaded the Goethe Institute here in London to show it in their Conrad Veidt season some years ago - and long to see it again.<br /><br />Barrymore is resplendent when engaged, as in this movie, possibly because of the prick of having a renowned German actor as a foil. And Veidt is such a wonderful scene stealer (doesn't he pick his nose at one point?) This is one of the seminal films to connect 'Dr Jekyll' with '20th Century', 'Grand Hotel' or 'Midnight'; and 'The Cabinet of Dr Caligari' or 'The Student of Prague' with 'The Spy in Bladk', 'Contraband' and 'Casablanca'.<br /><br />See it!"
1,摄影,喜悦,4,评论者高度赞扬电影的摄影和演员表现,1,"Not sure why the other comment on this film was so negative, but I loved this movie. I am a student of Asian art with a particular love of Korean art, culture and history. I thought this movie borough a very controversial and interesting character to life. Jang Seung-up is one of the (maybe the most) famous Korean artist and continues to be revered as a master. Given the tumult of the time in which he painted and his own conflicted nature, it is amazing that he produced so much work, in so many styles and with such skill. This movie honors his talent while taking a direct look at his erratic and somewhat self-destructive personality. The cinematography in MY opinion was beautiful, many of the outdoor panoramic shots looked like Korean landscape paintings (which I found a lovely conceit rather than ""overly arty"") and I think that Choi Min-sik portrayed Jang Seun-up with a necessary intensity and unpredictability. I would highly recommend this film to art lovers and movie lovers alike."
0,演技,失望,4,演技差，角色联系生硬,0,"'Dead Letter Office' is a low-budget film about a couple of employees of the Australian postal service, struggling to rebuild their damaged lives. Unfortunately, the acting is poor and the links between the characters' past misfortunes and present mindsets are clumsily and over-schematically represented. What's most disappointing of all, however, is the portrayal is life in the office of the film's title: there's no mechanisation whatsoever, and it's quite impossible to ascertain what any of the staff really do for a living. Granted, part of the plot is that the office is threatened with closure, but this sort of office surely closed in the 1930s, if it ever truly existed. It's a shame, as the film's overall tone is poignant and wry, and there's some promise in the scenario: but few of the details convince. Overall, it feels the work of someone who hasn't actually experienced much of real life; a student film, with a concept and an outline, but sadly little else."
0,剧情,愤怒,4,评论者对剧情混乱和角色塑造极度不满,0,"^^contains spoilers^^<br /><br />This movie is utter crap. Do not watch.<br /><br />There is no one in this movie to root for, or even like, except for the wife, and she wins by default. Everyone is selfish, and many things happen that make no sense.<br /><br />The acting is mediocre at best and everyone breathes too heavily about everything. No one can even cry believably.<br /><br />If you leave the room for even a second, then something totally out of left field will happen, and it will make NO SENSE WHATSOEVER.<br /><br />For example, I left the room for a second, while Jennie Garth's character was sleeping with her manager. I come back, seriously about 4 minutes later, (also I'm pretty sure there was a commercial somewhere in there) and she's sleeping with that Berko guy. <br /><br />I gave up on this movie around the time that Berko was being an ass to his fiancé in the car, because she didn't want to call off the wedding.<br /><br />I wasted 2 hours of my life. You shouldn't."
1,演技,感动,5,评论高度赞扬演员表现和角色关系,1,"This is an excellent, heartbreaking movie. It is by far the best I've seen that depicts the current reality in Latin America...kidnappings, corruption, ruthless and greedy police officials and heartless mayhem towards innocent victims. Denzel Washinton gives the most moving performance in his career, in my opinion. Dakota Fanning is an amazing young actress. The relationship between Washington and Fanning is wonderfully written and portrayed, I believed every minute. The cast is brilliant, Christopher Walken, Mickey Rourke are great as always. Walken lights up the screen for me like no other actor. I would have loved to see more of both of them. The authentic locations are remarkable. The camera work is interesting and different. There are many famous Latin actors in the cast, making it all the more interesting for people familiar with Latin American cinema. I highly recommend this movie."
0,剪辑,愤怒,4,评论强烈批评了电影的剪辑、节奏和整体质量,0,"Encouraged by the positive comments about this film on here I was looking forward to watching this film. Bad mistake. I've seen 950+ films and this is truly one of the worst of them - it's awful in almost every way: editing, pacing, storyline, 'acting,' soundtrack (the film's only song - a lame country tune - is played no less than four times). The film looks cheap and nasty and is boring in the extreme. Rarely have I been so happy to see the end credits of a film. <br /><br />The only thing that prevents me giving this a 1-score is Harvey Keitel - while this is far from his best performance he at least seems to be making a bit of an effort. One for Keitel obsessives only."
0,剧情,失望,4,评论认为剧情混乱，质量差，演员表现不佳,0,"With Goldie Hawn and Peter Sellers in a movie you figure this one won't go wrong. But what can I say? This was a horrible misfire. The movie is about Peter Sellers as an older gentleman who suddenly finds himself in a relationship with a really strange young not to mention attractive hippie in Goldie Hawn. The movie is incredibly disjointed and I did not understand anything about it. Peter Sellers and Goldie Hawn are very funny people but this movie does not prove it.<br /><br />That song about arabella Cinderella' is pretty cool, but that is it. I only recommend this movie to people that like to watch an extreme novelty movie, this is almost the definition of one. I guess this movie more than anything else is a sign of the times, in terms of it's definite experimentalism and all around unconventionality, the problem is the quality is completely shot and the writing, not to mention the direction is just so out there. <br /><br />Peter Sellers in particular is very hit and miss, he will go from Dr. Strangelove and Being There throughout his career, to dumb movies like this and the Magic Christian, which was very similar to this one in context and style, but that movie did have a few funny moments. This one is senseless, and I am sad that someone as great as Peter Sellers was in this movie. Not recommended for anyone."
0,演技,愤怒,4,评论者强烈批评演员表现，认为其低于业余水平,0,"I saw this movie way back at the first theatrical release, in a justifiably empty theater. Believe it or not, after decades of watching movies, this one still sticks clearly in my mind as the worst movie of all time; or at least the worst that I would allow myself to watch.<br /><br />The acting is far beneath the standard set by any random group of drunken high-school students yanked off the street and forced to learn their lines in 5 minutes or less.<br /><br />After the first shock of disbelief, we laughed for a while as each scene hit new lows. But after a while, even that dubious pleasure wore off and it just got to be really sad."
0,剪辑,困惑,3,评论者对电影存在两个版本感到困惑,1,"I'm surprised that no one yet has mentioned that there are two versions of this same film. The lion's share of the footage in both is identical, but here is where they differ: In one version (the version I have seen most often on broadcast TV), the group of clerics guarding the gateway consists of the ""Brotherhood of the Protectors"", a (fictional) splinter group of priests and brothers ""excommunicated"" by the Church. In the other version, which I've seen only once on TV, the clerics guarding the gateway are depicted as priests of the official Church, meaning the Archdiocese of New York (or perhaps Brooklyn). Also, in the former version, in most of the pertinent scenes, the clerics are referred to as ""brothers"" (and in some scenes, you can see where the lips say ""Father"" so-and-so but the dubbed audio says ""Brother"" so-and-so. In the latter version, I believe everyone is referred to as ""Father"".<br /><br />In any event, it seems that one of these two versions is more or less a partial re-shooting of the other, with all ""Brotherhood of the Protector"" scenes re-shot as ""Archdiocese"" scenes, or vice versa. (Kind of reminds me of the Raymond Burr cutaway scenes in ""Godzilla""). I have videotaped both versions off broadcast TV, so no, I'm not imagining this. Can anyone shed some more light on the story behind these two versions of the film?"
0,剧情,愤怒,4,评论者认为剧情逻辑荒谬，充满不合理之处,0,"**********POSSIBLE SPOILER********** Madonna plays an ex-con that needs to recover some valuable information that might clear her from the murder that she was put in prison for four years ago. Griffin Dunne is a tax attorney who's marrying his boss' daughter. Together, the two of them are supposed to come together in a world where chaos keeps you from getting on the bus...<br /><br />When you get down to it, this is a stupid movie. Without trying to give away the plot ****POSSIBLE SPOILER****, the bad guys in the movie are trying to protect their boss by retrieving the information that would incriminate them for the murder that Madonna was sent up for. What kind of bad guys don't commit murder by trying to hide the original murder?!?!?!<br /><br />Then there's the cops who are trailing Madonna who follow the bad guys in a limo, where they have the brides-maids all tied up! And let's not forget those same brides-maids who fought from the front gate to the front door, still all tied together! And I hate to say this, but that patagonious feline sure looks like a cougar! There might be only four of them in the New York City area, so they might be endangered there, but I know there's plenty of them in the Rocky Mountains (see ""Charlie the Lonesome Cougar"" if you really want to see a large ""cat"" in the movie). And let's look at the old man who falls asleep on his feet... NAW!<br /><br />The plot is there, but that's all there is to this movie. I was barely out of my teens when this movie originally came out and I was some-what of a fan of Madonna, but that was the only reason I liked the movie, but since then, she's fell out of popularity with me, and I've faced the fact that she is just a terrible actress (good thing she's got that singing career to fall back on). It rated maybe a ""5"" back then, but it's fallen to ""barely making a 2"" over the years."
0,剧情,失望,3,评论者对电影内容和制作质量表示失望,1,"We went to the cinema expecting a biggish budget release and got an art-house movie. The movie was projected digitally onto about two thirds of the screen real estate with sloping edges classic of digital projection, and had a limited stereo soundtrack which was wasted on the cinema experience.<br /><br />The content of the film was the same old historical content we have all seen before, but heavily sanitized to prevent the audience being sick. Live action scenes what little of them there were, were re-used constantly in classic documentary style, which became annoying after a while.<br /><br />I was somewhat amazed that only 4 people turned up to watch it, guess the rest knew something we didn't.<br /><br />I suspect the producers made the film to recognize the ninetieth anniversary of Gallipoli. I have to question whether they should have bothered.<br /><br />Seven out of Ten for trying, and out of respect for the ANZAC's."
0,剧情,愤怒,4,评论强烈批评电影的暴力、种族主义和低劣制作,0,"A single mom,her son and daughter and their hippie chick friend are camping in the woods.A muscle bound,machete wielding maniac in a yellow ski mask appears.He starts terrorizing and sexually violating the family before murdering them with a machete.""Wet Wilderness"" is loaded with ugly hardcore sex,forced incest and blatant racism.It's as politically incorrect as XXX roughies get.The score is stolen from seminal Hitchcock's horror classic ""Psycho"" and also ""Jaws"".The acting is hilariously awful,the editing is bad and there are some huge lapses in logic.The repetitive nature of the sex scenes grinds the movie after while so the brief running time is a blessing.The scenes of violence are quite nasty for example the hippie girl is stabbed with the machete in her groin and one can see blood on her crotch.3 out of 10 and that's being generous."
0,剧情,震撼,4,评论者被电影中强烈的自杀主题和人类苦难的描绘所震撼,1,"""Der Todesking"" is not exactly the type of film that makes you merry Jörg Buttgereit's second cult monument in a row, which is actually a lot better than the infamous ""Nekromantik"", exists of seven short episodes  one for each day of the week  revolving on unrelated people's suicides. In between these already very disturbing episodes, Buttgereit inserts truly horrifying images of a severely decomposing male corpse. The episodes aren't all equally powerful but, as a wholesome, ""Der Todesking"" is ranked quite high on the list of all-time most depressing art-house films. Particularly the episodes on Wednesday, involving a man explaining his sexual frustrations to a total stranger in the park, and the one of Sunday, focusing on a younger man molesting himself to dead, are extremely intense and devastating to observe. The added value of this film, or any other shockumenary like it, is debatable and I'm not even sure whether or not Buttgereit had any type of message to communicate here. There's the vague mentioning of an eerie chain letter that encourages its readers to commit suicide but mostly we remain uninformed about these people's motivations to end their lives so dramatically. Entirely unlike I expected, ""Der Todesking"" isn't exploitative or repulsively graphic! On the contrary actually, I never could have hoped Buttgereit would be so subtle and thoughtful regarding the portrayal of pure human misery. The Thursday episode is a perfect example of this, as it stylishly shows different viewpoints of a famous German bridge while the names, ages and occupations of persons who jumped off appear on the screen. The production values are inescapably poor and the editing often lacks professionalism, but this isn't what really counts in this type of cinema. The subject matter is strong and forcing us to contemplate about the less cheerful  but also indispensable  aspects of life. GREAT use of tragic music, too!"
1,剧情,喜悦,4,评论者高度赞扬剧情、演员表现和剧本质量,1,"Thankfully as a student I have been able to watch ""Diagnosis Murder"" for a number of years now. It is basically about a doctor who solves murders with the help of his LAPD son, a young doctor and a pathologist. DM provided 8 seasons of exceptional entertainment. What made it different from the many other cop shows and worth watching many times over was its cast and quality of writing. The main cast gave good performances and Dick Van Dyke's entertainer roots shone through with the use of magic, dance and humor. The best aspects of DM was the fast pace, witty scripts and of course the toe tapping score. Sadly it has been unfairly compared to ""Murder, She Wrote"". DM is far superior boasting more difficult mysteries to solve and more variety. Now it is gone TV is a worse place. Gone are the days of feelgood, family friendly cop shows. Now there is just depressing 'gritty' ones."
